force_x,force_y,contact_x,contact_y,disp_x,disp_y,rotation,resistance,slip,release_cue,recoil,torque,seed,scenario,split,layout_id,probe,fixture_type,visible_hint,stress_level
-0.876498,0.048559,0.040483,-0.278696,-0.025467,-0.022427,-0.047345,0.856567,0.105734,0.014050,0.000000,-0.355268,4,6,nominal_visible_fixture,nominal_visible_fixture_4_6_hinge,5,hinge,hinge,0.00
-0.690494,-0.449958,0.390885,-0.102435,-0.029036,-0.047917,-0.054781,0.770877,0.149310,0.000000,0.003118,-0.521119,4,6,nominal_visible_fixture,nominal_visible_fixture_4_6_hinge,6,hinge,hinge,0.00
-0.196137,-0.917034,0.385008,-0.111890,-0.023724,-0.045587,-0.062532,0.554724,0.173132,0.003227,0.002543,-0.752890,4,6,nominal_visible_fixture,nominal_visible_fixture_4_6_hinge,7,hinge,hinge,0.00
0.168675,-0.770687,0.399337,-0.086744,-0.023998,-0.046843,-0.048930,0.709278,0.164467,0.000000,0.000000,-0.560705,4,6,nominal_visible_fixture,nominal_visible_fixture_4_6_hinge,8,hinge,hinge,0.00
0.684946,-0.633012,0.297136,0.197889,0.031672,-0.039968,-0.050752,0.862552,0.101423,0.000000,0.000775,-0.461488,4,6,nominal_visible_fixture,nominal_visible_fixture_4_6_hinge,9,hinge,hinge,0.00
1.023004,-0.029466,0.256900,0.221512,0.119854,0.020851,0.003497,0.321897,0.148916,0.003017,0.000000,-0.412222,4,7,nominal_visible_fixture,nominal_visible_fixture_4_7_slot,0,slot,slot,0.00
0.602358,0.568412,-0.263484,0.218048,0.110297,-0.021527,-0.006298,0.801589,0.121848,0.000000,0.000000,-0.377177,4,7,nominal_visible_fixture,nominal_visible_fixture_4_7_slot,1,slot,slot,0.00
0.405279,0.860813,-0.370461,0.131923,0.023370,0.025667,0.005188,1.305766,0.091141,0.009033,0.000000,-0.429839,4,7,nominal_visible_fixture,nominal_visible_fixture_4_7_slot,2,slot,slot,0.00
-0.364556,0.997403,-0.355555,-0.149042,-0.036724,0.011533,0.000198,1.614499,0.127863,0.012254,0.000000,-0.330746,4,7,nominal_visible_fixture,nominal_visible_fixture_4_7_slot,3,slot,slot,0.00
-0.702254,0.581433,-0.087420,-0.273868,-0.079805,-0.021201,-0.005279,0.831151,0.116012,0.000000,0.000000,-0.112532,4,7,nominal_visible_fixture,nominal_visible_fixture_4_7_slot,4,slot,slot,0.00
-1.175992,-0.034184,0.379879,-0.119429,-0.138001,0.022675,0.003895,0.335568,0.139470,0.000000,0.001510,0.050219,4,7,nominal_visible_fixture,nominal_visible_fixture_4_7_slot,5,slot,slot,0.00
-0.688430,-0.617628,0.187611,-0.250512,-0.047515,0.001848,-0.007095,0.819250,0.152916,0.003831,0.000000,-0.178061,4,7,nominal_visible_fixture,nominal_visible_fixture_4_7_slot,6,slot,slot,0.00
-0.346178,-0.888481,0.390093,-0.103767,-0.050248,-0.009252,-0.002854,1.385115,0.131855,0.000000,0.004192,-0.335712,4,7,nominal_visible_fixture,nominal_visible_fixture_4_7_slot,7,slot,slot,0.00
0.394678,-1.006825,0.057626,0.277352,0.034941,0.008745,-0.004199,1.622825,0.026121,0.002758,0.002035,-0.251074,4,7,nominal_visible_fixture,nominal_visible_fixture_4_7_slot,8,slot,slot,0.00
0.602346,-0.400287,0.248928,0.225522,0.070781,0.010449,0.001854,0.687692,0.047697,0.000000,0.004806,-0.346049,4,7,nominal_visible_fixture,nominal_visible_fixture_4_7_slot,9,slot,slot,0.00
0.874616,0.017410,-0.276703,0.210645,-0.002818,0.008313,-0.001550,1.284091,0.116990,0.000000,0.631310,-0.368506,4,8,nominal_visible_fixture,nominal_visible_fixture_4_8_suction,0,suction,suction,0.00
0.711384,0.632760,-0.290602,0.202156,-0.007543,-0.013273,-0.000691,1.318895,0.041756,0.000000,0.618153,-0.504034,4,8,nominal_visible_fixture,nominal_visible_fixture_4_8_suction,1,suction,suction,0.00
0.188853,0.758602,-0.341473,-0.163022,-0.015208,0.037175,-0.002907,1.306297,0.063285,0.000496,0.624341,-0.304074,4,8,nominal_visible_fixture,nominal_visible_fixture_4_8_suction,2,suction,suction,0.00
-0.258219,0.968232,-0.402854,-0.079187,-0.002596,0.019129,0.000274,1.315438,0.030379,0.000000,0.612346,-0.405324,4,8,nominal_visible_fixture,nominal_visible_fixture_4_8_suction,3,suction,suction,0.00
-0.698776,0.613601,-0.419817,-0.008261,-0.003616,-0.002542,0.009255,1.232623,0.066603,0.081651,0.568818,-0.150814,4,8,nominal_visible_fixture,nominal_visible_fixture_4_8_suction,4,suction,suction,0.00
-1.085638,-0.079871,-0.033824,-0.279091,-0.100741,0.012330,-0.003672,0.495696,0.064020,0.887488,0.063183,-0.074676,4,8,nominal_visible_fixture,nominal_visible_fixture_4_8_suction,5,suction,suction,0.00
-0.656520,-0.699616,0.278757,-0.209438,-0.059319,-0.054887,-0.008578,0.557231,0.032357,0.814452,0.114494,-0.164101,4,8,nominal_visible_fixture,nominal_visible_fixture_4_8_suction,6,suction,suction,0.00
-0.409436,-0.902468,0.415013,0.043022,-0.032645,-0.066497,-0.007938,0.719367,0.137416,0.655690,0.211340,-0.228992,4,8,nominal_visible_fixture,nominal_visible_fixture_4_8_suction,7,suction,suction,0.00
0.169838,-1.063991,0.344696,-0.159979,0.030960,-0.012109,-0.015951,1.207455,0.000000,0.084431,0.573123,-0.322012,4,8,nominal_visible_fixture,nominal_visible_fixture_4_8_suction,8,suction,suction,0.00
0.652354,-0.572704,0.181181,0.252607,0.030743,-0.037875,-0.008473,1.311469,0.139817,0.000000,0.615917,-0.373640,4,8,nominal_visible_fixture,nominal_visible_fixture_4_8_suction,9,suction,suction,0.00
0.972944,0.144732,0.080998,0.274744,0.005606,0.045963,-0.013277,1.110143,0.072990,0.000000,0.955929,-0.216439,4,9,nominal_visible_fixture,nominal_visible_fixture_4_9_tether,0,tether,unknown,0.00
0.685072,0.509180,0.195617,0.247776,-0.020332,0.027532,0.001356,0.969180,0.185196,0.000000,0.780104,0.054259,4,9,nominal_visible_fixture,nominal_visible_fixture_4_9_tether,1,tether,unknown,0.00
0.336348,0.786307,-0.352978,0.151740,-0.003445,-0.001318,0.005240,0.771411,0.148905,0.008156,0.551429,-0.139995,4,9,nominal_visible_fixture,nominal_visible_fixture_4_9_tether,2,tether,unknown,0.00
-0.295542,0.662764,-0.391104,0.102062,-0.004147,0.027972,-0.000419,0.585956,0.097754,0.000000,0.369522,-0.072905,4,9,nominal_visible_fixture,nominal_visible_fixture_4_9_tether,3,tether,unknown,0.00
-1.029873,0.535342,-0.112698,-0.269732,-0.053704,0.030423,-0.000574,0.562703,0.056811,0.009194,0.363425,-0.215851,4,9,nominal_visible_fixture,nominal_visible_fixture_4_9_tether,4,tether,unknown,0.00
-0.924502,-0.080764,-0.062536,-0.276879,-0.079781,-0.007195,0.003849,0.567574,0.096310,0.000000,0.368885,-0.274628,4,9,nominal_visible_fixture,nominal_visible_fixture_4_9_tether,5,tether,unknown,0.00
-0.693641,-0.532841,0.360416,-0.143760,-0.020038,0.011238,-0.001862,0.535732,0.019035,0.009173,0.376866,-0.421828,4,9,nominal_visible_fixture,nominal_visible_fixture_4_9_tether,6,tether,unknown,0.00
-0.221229,-1.137455,0.410177,0.060203,-0.021781,-0.032641,-0.017592,0.566436,0.014992,0.009326,0.362225,-0.724760,4,9,nominal_visible_fixture,nominal_visible_fixture_4_9_tether,7,tether,unknown,0.00
0.450827,-0.670120,0.098421,0.272204,-0.023118,-0.041146,-0.005083,0.839544,0.104932,0.000000,0.647245,-0.345805,4,9,nominal_visible_fixture,nominal_visible_fixture_4_9_tether,8,tether,unknown,0.00
0.852802,-0.705552,0.194763,0.248075,0.024754,-0.008857,-0.018683,1.054134,0.081370,0.000000,0.893920,-0.512576,4,9,nominal_visible_fixture,nominal_visible_fixture_4_9_tether,9,tether,unknown,0.00
0.904229,-0.149774,0.118692,0.268587,0.005641,-0.003491,-0.008388,1.207404,0.080689,0.002625,0.789254,-0.153049,4,1000,hidden_clamp_hinge,hidden_clamp_hinge_4_1000_clamp,0,clamp,unknown,0.00
0.946657,0.515605,-0.256127,0.221910,0.030355,0.014729,-0.013430,1.235455,0.077285,0.000000,0.790628,0.012574,4,1000,hidden_clamp_hinge,hidden_clamp_hinge_4_1000_clamp,1,clamp,unknown,0.00
0.260586,1.045076,-0.257449,0.221229,-0.058544,0.026376,-0.003859,1.214083,0.017993,0.000000,0.784892,0.096070,4,1000,hidden_clamp_hinge,hidden_clamp_hinge_4_1000_clamp,2,clamp,unknown,0.00
-0.476849,1.027878,-0.350849,-0.153919,0.031257,-0.026284,0.020037,1.241099,0.011244,0.029885,0.802993,-0.149164,4,1000,hidden_clamp_hinge,hidden_clamp_hinge_4_1000_clamp,3,clamp,unknown,0.00
-0.793810,0.735355,-0.307341,-0.190836,0.034560,-0.003808,0.014170,1.210400,0.130950,0.169638,0.798449,-0.254553,4,1000,hidden_clamp_hinge,hidden_clamp_hinge_4_1000_clamp,4,clamp,unknown,0.00
-1.047682,0.074267,-0.150721,-0.261350,-0.005342,0.000949,-0.016512,1.062273,0.013578,0.677310,0.797993,-0.445403,4,1000,hidden_clamp_hinge,hidden_clamp_hinge_4_1000_clamp,5,clamp,unknown,0.00
-0.832602,-0.524449,0.351567,-0.153189,0.000347,0.035687,0.001526,1.140680,0.042893,0.636012,0.796735,-0.649443,4,1000,hidden_clamp_hinge,hidden_clamp_hinge_4_1000_clamp,6,clamp,unknown,0.00
-0.167937,-0.729606,0.415311,0.041723,0.050475,-0.022060,-0.012205,1.132940,0.000000,0.052909,0.783912,-0.588661,4,1000,hidden_clamp_hinge,hidden_clamp_hinge_4_1000_clamp,7,clamp,unknown,0.00
0.162774,-0.806569,0.418562,-0.023147,-0.027578,-0.023166,-0.010475,1.245268,0.088728,0.029655,0.759253,-0.595122,4,1000,hidden_clamp_hinge,hidden_clamp_hinge_4_1000_clamp,8,clamp,unknown,0.00
0.893320,-0.565088,0.385338,0.111385,-0.008879,0.035862,-0.005588,1.243036,0.022596,0.000000,0.804789,-0.361122,4,1000,hidden_clamp_hinge,hidden_clamp_hinge_4_1000_clamp,9,clamp,unknown,0.00
0.948690,-0.096454,0.221931,0.237717,0.001299,-0.008384,-0.011940,0.971584,0.181284,0.025810,0.000000,-0.143787,4,1001,hidden_clamp_hinge,hidden_clamp_hinge_4_1001_hinge,0,hinge,unknown,0.00
0.843435,0.793517,-0.269134,0.214959,0.030493,0.030762,-0.042634,0.920621,0.233361,0.033253,0.000000,-0.637293,4,1001,hidden_clamp_hinge,hidden_clamp_hinge_4_1001_hinge,1,hinge,unknown,0.00
0.239253,0.752838,-0.355847,0.148732,0.027120,0.016550,-0.037037,0.684426,0.159603,0.002909,0.024181,-0.572791,4,1001,hidden_clamp_hinge,hidden_clamp_hinge_4_1001_hinge,2,hinge,unknown,0.00
-0.229298,0.749351,-0.192776,-0.248764,-0.011467,0.028802,-0.039907,0.679237,0.154069,0.000000,0.000000,-0.502321,4,1001,hidden_clamp_hinge,hidden_clamp_hinge_4_1001_hinge,3,hinge,unknown,0.00
-0.566233,0.457893,-0.348642,-0.156132,-0.019146,0.009226,-0.041101,0.775173,0.136032,0.015935,0.000000,-0.461731,4,1001,hidden_clamp_hinge,hidden_clamp_hinge_4_1001_hinge,4,hinge,unknown,0.00
-0.901251,-0.076830,0.374921,-0.126200,-0.046520,-0.001023,-0.012995,0.703123,0.123262,0.005729,0.000000,-0.176510,4,1001,hidden_clamp_hinge,hidden_clamp_hinge_4_1001_hinge,5,hinge,unknown,0.00
-0.660934,-0.533966,0.327074,-0.175654,-0.073737,-0.003489,-0.015396,0.959615,0.133850,0.000000,0.011165,-0.134156,4,1001,hidden_clamp_hinge,hidden_clamp_hinge_4_1001_hinge,6,hinge,unknown,0.00
-0.372786,-0.693458,0.261516,-0.219098,-0.004423,0.020792,0.006249,1.025196,0.134774,0.018287,0.000259,-0.025639,4,1001,hidden_clamp_hinge,hidden_clamp_hinge_4_1001_hinge,7,hinge,unknown,0.00
0.417875,-1.094623,0.040531,0.278693,-0.056869,-0.017571,0.014610,1.084539,0.016221,0.000000,0.000000,0.284418,4,1001,hidden_clamp_hinge,hidden_clamp_hinge_4_1001_hinge,8,hinge,unknown,0.00
0.592598,-0.460519,0.321526,0.180149,0.028539,-0.001942,0.003640,1.010734,0.115214,0.000000,0.000000,-0.038297,4,1001,hidden_clamp_hinge,hidden_clamp_hinge_4_1001_hinge,9,hinge,unknown,0.00
0.791158,0.097855,-0.143836,0.263068,0.065674,0.018371,-0.004536,0.192330,0.189195,0.000000,0.002011,-0.299352,4,1002,hidden_clamp_hinge,hidden_clamp_hinge_4_1002_free,0,free,suction,0.00
0.952301,0.556670,-0.225505,0.236218,0.076556,0.088311,-0.012123,0.178563,0.173890,0.000000,0.000000,-0.358109,4,1002,hidden_clamp_hinge,hidden_clamp_hinge_4_1002_free,1,free,suction,0.00
0.292658,0.904491,-0.394570,0.095950,0.032489,0.111046,-0.016611,0.193658,0.248724,0.011823,0.000000,-0.244873,4,1002,hidden_clamp_hinge,hidden_clamp_hinge_4_1002_free,2,free,suction,0.00
-0.386305,0.930081,-0.413056,-0.050705,-0.000517,0.101244,-0.012146,0.269159,0.114875,0.000000,0.000000,-0.176184,4,1002,hidden_clamp_hinge,hidden_clamp_hinge_4_1002_free,3,free,suction,0.00
-0.885036,0.523734,0.253479,-0.223257,-0.112084,0.068374,0.002364,0.201289,0.245670,0.000000,0.003894,0.144440,4,1002,hidden_clamp_hinge,hidden_clamp_hinge_4_1002_free,4,free,suction,0.00
-1.065199,0.094569,-0.167615,-0.256736,-0.108147,-0.089178,0.000351,0.198243,0.184896,0.000000,0.022076,-0.141502,4,1002,hidden_clamp_hinge,hidden_clamp_hinge_4_1002_free,5,free,suction,0.00
-0.841895,-0.586852,0.229845,-0.234352,-0.119978,-0.041226,-0.011957,0.258793,0.191132,0.000000,0.000000,-0.343838,4,1002,hidden_clamp_hinge,hidden_clamp_hinge_4_1002_free,6,free,suction,0.00
-0.358545,-1.062475,0.417783,0.028729,-0.040910,-0.095172,-0.023982,0.222448,0.136288,0.000000,0.005657,-0.596351,4,1002,hidden_clamp_hinge,hidden_clamp_hinge_4_1002_free,7,free,suction,0.00
0.133229,-1.013285,0.371030,-0.131211,0.020142,-0.081971,-0.027132,0.254617,0.153305,0.000000,0.000000,-0.571459,4,1002,hidden_clamp_hinge,hidden_clamp_hinge_4_1002_free,8,free,suction,0.00
0.861466,-0.644796,0.254923,0.222525,0.113253,-0.093340,-0.020130,0.233192,0.152030,0.004179,0.000000,-0.585994,4,1002,hidden_clamp_hinge,hidden_clamp_hinge_4_1002_free,9,free,suction,0.00
0.840583,0.060500,0.115160,0.269269,0.044276,0.016097,-0.003436,1.301964,0.037286,0.488591,0.861946,-0.078626,4,1003,hidden_clamp_hinge,hidden_clamp_hinge_4_1003_clamp,0,clamp,clamp,0.00
0.816764,0.694151,-0.418986,-0.019449,-0.025741,-0.001286,0.001370,1.141729,0.058331,0.898977,0.867523,0.090540,4,1003,hidden_clamp_hinge,hidden_clamp_hinge_4_1003_clamp,1,clamp,clamp,0.00
0.187216,1.074149,-0.225996,0.236009,-0.008695,0.031471,-0.001103,1.213992,0.113118,0.557134,0.834706,0.126253,4,1003,hidden_clamp_hinge,hidden_clamp_hinge_4_1003_clamp,2,clamp,clamp,0.00
-0.274270,0.753741,-0.419640,-0.011583,0.009592,-0.000158,0.005152,1.277530,0.014512,0.048491,0.886603,-0.086948,4,1003,hidden_clamp_hinge,hidden_clamp_hinge_4_1003_clamp,3,clamp,clamp,0.00
-0.885542,0.761733,-0.353396,-0.151307,-0.025913,0.038823,-0.010656,1.349186,0.106652,0.000000,0.866229,-0.254292,4,1003,hidden_clamp_hinge,hidden_clamp_hinge_4_1003_clamp,4,clamp,clamp,0.00
-0.867825,0.116666,-0.181267,-0.252580,-0.079531,0.012782,0.015200,1.340297,0.006670,0.000000,0.851042,-0.321169,4,1003,hidden_clamp_hinge,hidden_clamp_hinge_4_1003_clamp,5,clamp,clamp,0.00
-0.661187,-0.828194,0.349711,-0.155066,-0.004402,-0.069411,-0.002930,1.306776,0.156749,0.000000,0.862348,-0.783886,4,1003,hidden_clamp_hinge,hidden_clamp_hinge_4_1003_clamp,6,clamp,clamp,0.00
-0.279964,-0.672771,0.407091,0.068887,-0.003419,-0.014583,-0.012327,1.300335,0.080105,0.000000,0.876533,-0.536415,4,1003,hidden_clamp_hinge,hidden_clamp_hinge_4_1003_clamp,7,clamp,clamp,0.00
0.274222,-0.793525,0.116750,0.268965,-0.014593,-0.014551,0.012584,1.270688,0.106285,0.000000,0.865255,-0.413258,4,1003,hidden_clamp_hinge,hidden_clamp_hinge_4_1003_clamp,8,clamp,clamp,0.00
0.664320,-0.415398,0.374016,0.127388,-0.042341,-0.000641,-0.018270,1.280120,0.070333,0.076838,0.861053,-0.295512,4,1003,hidden_clamp_hinge,hidden_clamp_hinge_4_1003_clamp,9,clamp,clamp,0.00
1.002024,0.145765,-0.101420,0.271714,0.059042,0.033681,-0.033616,0.979024,0.233050,0.006259,0.010473,-0.453730,4,1004,hidden_clamp_hinge,hidden_clamp_hinge_4_1004_hinge,0,hinge,tether,0.00
0.724813,0.675686,-0.324595,0.177686,0.033409,0.061738,-0.060081,0.840955,0.007873,0.002281,0.000000,-0.685377,4,1004,hidden_clamp_hinge,hidden_clamp_hinge_4_1004_hinge,1,hinge,tether,0.00
0.197741,0.717954,-0.403565,-0.077562,-0.043195,0.007369,-0.050419,0.689547,0.083460,0.000000,0.014840,-0.569189,4,1004,hidden_clamp_hinge,hidden_clamp_hinge_4_1004_hinge,2,hinge,tether,0.00
-0.396946,1.067663,-0.389622,-0.104551,-0.066382,0.002511,-0.034808,0.787769,0.031226,0.000000,0.006958,-0.819111,4,1004,hidden_clamp_hinge,hidden_clamp_hinge_4_1004_hinge,3,hinge,tether,0.00
-0.749630,0.561116,-0.259156,-0.220341,0.001837,-0.012990,-0.022241,0.965786,0.145927,0.000000,0.001120,-0.440556,4,1004,hidden_clamp_hinge,hidden_clamp_hinge_4_1004_hinge,4,hinge,tether,0.00
-0.954426,0.116575,-0.237464,-0.230951,-0.010080,0.026477,-0.028781,1.087328,0.106908,0.000321,0.004940,-0.186401,4,1004,hidden_clamp_hinge,hidden_clamp_hinge_4_1004_hinge,5,hinge,tether,0.00
-0.843269,-0.568084,0.299491,-0.196305,-0.019624,0.030270,0.000414,1.120725,0.057170,0.006847,0.001639,-0.026143,4,1004,hidden_clamp_hinge,hidden_clamp_hinge_4_1004_hinge,6,hinge,tether,0.00
-0.314315,-0.985388,0.290717,-0.202082,0.027562,0.028120,0.012371,1.085183,0.061513,0.000000,0.009400,0.059371,4,1004,hidden_clamp_hinge,hidden_clamp_hinge_4_1004_hinge,7,hinge,tether,0.00
0.304241,-1.041713,0.278562,0.209553,0.065727,-0.029390,-0.002012,1.187436,0.086871,0.007395,0.000675,0.008124,4,1004,hidden_clamp_hinge,hidden_clamp_hinge_4_1004_hinge,8,hinge,tether,0.00
0.784498,-0.580733,0.271212,0.213795,-0.001188,0.012303,-0.010311,1.018732,0.078830,0.002491,0.000000,-0.191677,4,1004,hidden_clamp_hinge,hidden_clamp_hinge_4_1004_hinge,9,hinge,tether,0.00
0.980757,-0.003135,-0.176645,0.254031,0.102385,0.037298,0.008414,0.180804,0.154246,0.020720,0.000000,-0.053749,4,1005,hidden_clamp_hinge,hidden_clamp_hinge_4_1005_free,0,free,unknown,0.00
0.807059,0.785638,-0.207054,0.243611,0.117033,0.094144,-0.016945,0.236345,0.163272,0.002858,0.000000,-0.305290,4,1005,hidden_clamp_hinge,hidden_clamp_hinge_4_1005_free,1,free,unknown,0.00
0.420747,1.045893,-0.121803,0.267967,-0.012259,0.126700,-0.014822,0.168676,0.163662,0.000000,0.002183,-0.297844,4,1005,hidden_clamp_hinge,hidden_clamp_hinge_4_1005_free,2,free,unknown,0.00
-0.138457,0.829503,-0.419691,0.010743,0.010032,0.113753,-0.030927,0.186918,0.201828,0.000000,0.014159,-0.486009,4,1005,hidden_clamp_hinge,hidden_clamp_hinge_4_1005_free,3,free,unknown,0.00
-0.568062,0.559304,-0.323352,-0.178691,-0.050189,0.052899,-0.001287,0.239508,0.221598,0.000000,0.000000,-0.470427,4,1005,hidden_clamp_hinge,hidden_clamp_hinge_4_1005_free,4,free,unknown,0.00
-0.824059,-0.093729,-0.132058,-0.265799,-0.110365,-0.004556,-0.013983,0.214989,0.214916,0.000000,0.001207,-0.357365,4,1005,hidden_clamp_hinge,hidden_clamp_hinge_4_1005_free,5,free,unknown,0.00
-0.596716,-0.438117,0.272387,-0.213130,-0.060809,-0.076847,0.003020,0.259529,0.202368,0.003090,0.000000,-0.305694,4,1005,hidden_clamp_hinge,hidden_clamp_hinge_4_1005_free,6,free,unknown,0.00
-0.456204,-0.980388,0.370767,-0.131541,-0.040534,-0.093552,-0.006549,0.221261,0.166534,0.000000,0.008277,-0.381667,4,1005,hidden_clamp_hinge,hidden_clamp_hinge_4_1005_free,7,free,unknown,0.00
0.269067,-0.870471,0.417851,0.028289,0.019588,-0.085240,-0.005356,0.207703,0.234191,0.011600,0.010095,-0.200559,4,1005,hidden_clamp_hinge,hidden_clamp_hinge_4_1005_free,8,free,unknown,0.00
0.656549,-0.369660,0.218594,0.239088,0.054997,-0.049746,-0.006455,0.206483,0.169680,0.004814,0.005138,-0.057756,4,1005,hidden_clamp_hinge,hidden_clamp_hinge_4_1005_free,9,free,unknown,0.00
1.035975,0.062887,-0.059444,0.277181,0.039212,0.001175,-0.009369,1.284185,0.063169,0.000818,0.812360,-0.106897,4,1006,hidden_clamp_hinge,hidden_clamp_hinge_4_1006_clamp,0,clamp,clamp,0.00
0.764481,0.770842,-0.418734,0.021720,-0.028169,0.017235,-0.001858,1.282420,0.054052,0.000000,0.816115,0.057190,4,1006,hidden_clamp_hinge,hidden_clamp_hinge_4_1006_clamp,1,clamp,clamp,0.00
0.301391,0.793190,-0.393204,0.098411,-0.022294,-0.023513,-0.004896,1.249418,0.001539,0.017408,0.819787,-0.009055,4,1006,hidden_clamp_hinge,hidden_clamp_hinge_4_1006_clamp,2,clamp,clamp,0.00
-0.344041,0.993578,-0.347318,-0.157438,0.008233,-0.004167,0.001369,1.206724,0.096634,0.364513,0.812648,-0.095150,4,1006,hidden_clamp_hinge,hidden_clamp_hinge_4_1006_clamp,3,clamp,clamp,0.00
-0.804014,0.580939,-0.367233,-0.135876,-0.005053,-0.018071,-0.000491,1.077848,0.018707,0.849704,0.806229,-0.238674,4,1006,hidden_clamp_hinge,hidden_clamp_hinge_4_1006_clamp,4,clamp,clamp,0.00
-0.751167,-0.002381,-0.059624,-0.277164,-0.028947,0.006653,-0.014816,1.110600,0.108942,0.687115,0.806523,-0.325907,4,1006,hidden_clamp_hinge,hidden_clamp_hinge_4_1006_clamp,5,clamp,clamp,0.00
-0.854862,-0.681768,0.268187,-0.215485,0.014323,-0.003975,-0.001828,1.106245,0.082590,0.649455,0.820612,-0.745634,4,1006,hidden_clamp_hinge,hidden_clamp_hinge_4_1006_clamp,6,clamp,clamp,0.00
-0.306660,-0.696834,0.386724,-0.109229,0.001871,-0.021863,-0.001398,1.258138,0.102752,0.049958,0.824789,-0.601601,4,1006,hidden_clamp_hinge,hidden_clamp_hinge_4_1006_clamp,7,clamp,clamp,0.00
0.294461,-0.734331,0.159356,0.259063,0.022924,-0.012960,0.000534,1.235346,0.077286,0.022918,0.828055,-0.411800,4,1006,hidden_clamp_hinge,hidden_clamp_hinge_4_1006_clamp,8,clamp,clamp,0.00
0.659651,-0.543432,0.275749,0.211201,-0.005995,0.040523,-0.000063,1.286991,0.000000,0.000000,0.805560,-0.382063,4,1006,hidden_clamp_hinge,hidden_clamp_hinge_4_1006_clamp,9,clamp,clamp,0.00
1.091548,0.113586,-0.395080,0.095013,0.048780,-0.044914,0.001244,0.614285,0.023748,0.016430,0.000000,-0.115102,4,1007,hidden_clamp_hinge,hidden_clamp_hinge_4_1007_hinge,0,hinge,unknown,0.00
0.594948,0.545733,-0.256043,0.221953,0.057083,-0.007798,-0.014565,0.981657,0.060944,0.025713,0.007606,-0.069678,4,1007,hidden_clamp_hinge,hidden_clamp_hinge_4_1007_hinge,1,hinge,unknown,0.00
0.319480,0.890925,-0.415824,0.039387,-0.003693,0.040090,-0.003196,0.955132,0.000000,0.000000,0.000000,-0.047332,4,1007,hidden_clamp_hinge,hidden_clamp_hinge_4_1007_hinge,2,hinge,unknown,0.00
-0.190859,0.784537,-0.419648,0.011458,0.032917,0.051037,-0.006356,0.897908,0.100889,0.000000,0.000000,-0.027226,4,1007,hidden_clamp_hinge,hidden_clamp_hinge_4_1007_hinge,3,hinge,unknown,0.00
-0.577187,0.464358,-0.396508,-0.092331,-0.018256,0.051935,-0.000203,0.808483,0.112818,0.000000,0.000000,-0.055840,4,1007,hidden_clamp_hinge,hidden_clamp_hinge_4_1007_hinge,4,hinge,unknown,0.00
-0.870511,-0.044477,0.087858,-0.273805,-0.054861,-0.003154,-0.006819,1.036563,0.083298,0.025960,0.000000,-0.251442,4,1007,hidden_clamp_hinge,hidden_clamp_hinge_4_1007_hinge,5,hinge,unknown,0.00
-0.504378,-0.529137,0.330502,-0.172779,-0.010070,-0.004353,-0.027385,0.818912,0.085612,0.019188,0.009308,-0.458627,4,1007,hidden_clamp_hinge,hidden_clamp_hinge_4_1007_hinge,6,hinge,unknown,0.00
-0.500196,-0.960033,0.204865,-0.244432,-0.001531,-0.021287,-0.053108,0.697430,0.122511,0.000000,0.006685,-0.679319,4,1007,hidden_clamp_hinge,hidden_clamp_hinge_4_1007_hinge,7,hinge,unknown,0.00
0.310406,-0.759908,0.395938,0.093412,0.011419,-0.049693,-0.052186,0.710287,0.202224,0.009297,0.000000,-0.621389,4,1007,hidden_clamp_hinge,hidden_clamp_hinge_4_1007_hinge,8,hinge,unknown,0.00
0.591326,-0.510967,0.213745,0.241028,-0.007883,-0.002793,-0.045517,0.802319,0.082695,0.000000,0.000000,-0.451153,4,1007,hidden_clamp_hinge,hidden_clamp_hinge_4_1007_hinge,9,hinge,unknown,0.00
0.961229,-0.071464,0.312325,0.187205,0.093510,0.024038,-0.019656,0.231246,0.108873,0.000063,0.000000,-0.301557,4,1008,hidden_clamp_hinge,hidden_clamp_hinge_4_1008_free,0,free,free,0.00
0.669196,0.537429,-0.306561,0.191393,0.099788,0.057713,-0.009870,0.212108,0.163776,0.000000,0.000000,-0.314543,4,1008,hidden_clamp_hinge,hidden_clamp_hinge_4_1008_free,1,free,free,0.00
0.316677,0.810274,-0.369237,0.133440,-0.008632,0.118296,-0.026322,0.237331,0.140639,0.000000,0.010173,-0.306819,4,1008,hidden_clamp_hinge,hidden_clamp_hinge_4_1008_free,2,free,free,0.00
-0.202176,0.726727,-0.161707,-0.258415,-0.008211,0.038192,-0.017721,0.197565,0.221158,0.027742,0.000000,-0.091407,4,1008,hidden_clamp_hinge,hidden_clamp_hinge_4_1008_free,3,free,free,0.00
-0.749080,0.504567,-0.090136,-0.273476,-0.064200,0.069650,-0.020440,0.254240,0.143443,0.021745,0.008466,-0.136711,4,1008,hidden_clamp_hinge,hidden_clamp_hinge_4_1008_free,4,free,free,0.00
-0.887774,-0.028320,-0.064154,-0.276714,-0.050662,-0.047169,-0.023539,0.193719,0.243256,0.006971,0.000000,-0.159757,4,1008,hidden_clamp_hinge,hidden_clamp_hinge_4_1008_free,5,free,free,0.00
-0.614799,-0.467092,0.403654,-0.077355,-0.035932,-0.060675,-0.012170,0.223244,0.189695,0.000000,0.004062,-0.214006,4,1008,hidden_clamp_hinge,hidden_clamp_hinge_4_1008_free,6,free,free,0.00
